Video_File,Audio_File,Duration,Transcript,translated_transcript,Summary
@danielsilverklint_video_7135469646156713221.mp4,@danielsilverklint_video_7135469646156713221.mp3,12.34," Ich habe auchknüss getrocknt, hhmm? tich!","I also dried Knün, HHMM?Tich!","This extremely short TikTok video likely shows someone drying something named ""Knün.""  There's no clear indication of addictive behavior, ONP use, humor, or strong sentiment, only a potentially onomatopoeic sound (""HHMM?Tich!"") suggesting the sound of drying or a related action."
@dazrainbow_video_7245233841370090779.mp4,@dazrainbow_video_7245233841370090779.mp3,5.0, Oh mate that is... That's the worst thing I've ever played in my mind.,Oh mate that is... That's the worst thing I've ever played in my mind.,"The TikTok user expresses extreme displeasure with something they've mentally ""played,"" implying a thought or imagined scenario.  The strong negative reaction suggests the thought was disturbing or unpleasant, but the video provides no further details about its content.  There's no indication of addiction, ONP use, or humor. The overall sentiment is one of disgust."
@ulumoalii_video_7218265228310547739.mp4,@ulumoalii_video_7218265228310547739.mp3,14.0, You know who's to stand up and make me cry Don't find someone else And then you go on loving myself You gotta promise But don't come after me for help Cause you know,You know who's to stand up and make me cry Don't find someone else And then you go on loving myself You gotta promise But don't come after me for help Cause you know,"The video likely features a lip-sync or emotional performance to a song about self-love and refusing to rely on someone who left.  It emphasizes moving on and rejecting future pleas for help from this person.  There's no clear indication of addictive behavior, ONP use, or humor, but the sentiment is one of empowered heartbreak."
@thedannybrownshow_video_7266112582325669166.mp4,@thedannybrownshow_video_7266112582325669166.mp3,38.48," It's just really I think is just something that just keep my mind. You know, I'm so used to doing this after you know, smoking so many years and just that, you know, just that motion, just that something that just, you know, hit yourself. But because to be honest, I don't really feel like it has that much effect on me. I guess you hit that motherfucker like five times straight. I go ham with it. But for the most part, man, I will say the cards. The motherfucker be lasting me like weeks and shit like this same jewel card right now. I had this motherfucker about a week. So if anything, I would say the Zins, the Zins hit hard. My white boy friends made a motherfucker be putting three in a mouth at a time. I'm like, what the fuck is going on, man? Like that shit. You definitely dizzy as fuck just walking around, you know?","It's just really I think is just something that just keep my mind. You know, I'm so used to doing this after you know, smoking so many years and just that, you know, just that motion, just that something that just, you know, hit yourself. But because to be honest, I don't really feel like it has that much effect on me. I guess you hit that motherfucker like five times straight. I go ham with it. But for the most part, man, I will say the cards. The motherfucker be lasting me like weeks and shit like this same jewel card right now. I had this motherfucker about a week. So if anything, I would say the Zins, the Zins hit hard. My white boy friends made a motherfucker be putting three in a mouth at a time. I'm like, what the fuck is going on, man? Like that shit. You definitely dizzy as fuck just walking around, you know?","The speaker describes a habitual, almost addictive, hand-to-mouth motion leftover from years of smoking, now applied to nicotine pouches (ONP/Zyn).  They downplay the effect of single pouches but admit to occasionally overusing them.  The speaker also observes their friends using multiple pouches at once, finding their behavior excessive.  There's a slightly humorous, self-deprecating tone throughout."
@oldrowofficial_video_7141814000228060458.mp4,@oldrowofficial_video_7141814000228060458.mp3,4.24," Is that a fucking center, bud?","Is that a fucking center, bud?","The video likely shows a surprising or impressive athletic feat, possibly in hockey (""center, bud"").  The tone is humorous and incredulous, suggesting the play was unexpected.  There's no indication of addictive behavior or ONP use. The overall sentiment is one of awe and amusement."
@kaytie.labik_video_7251692780278402347.mp4,@kaytie.labik_video_7251692780278402347.mp3,7.0," And every day's a dream when I'm carrying your love with me Love, baby, you're loved with me","And every day's a dream when I'm carrying your love with me Love, baby, you're loved with me","The video likely features a person expressing romantic love and happiness while carrying a memento of their loved one. There's no indication of addictive behavior, ONP use, or humor.  The sentiment is overwhelmingly positive and romantic."
@masmoneytoks_video_7135143146878537002.mp4,@masmoneytoks_video_7135143146878537002.mp3,10.8, I'm going back to 505,I'm going back to 505,"The video likely references the Arctic Monkeys song ""505,"" suggesting a return to a person, place, or emotional state associated with it.  The context implies a potentially addictive or obsessive feeling connected to this return, fueled by nostalgia and possibly regret, though the tone could be humorous or sentimental depending on the video's visuals and presentation. There's no overt mention of ONP (presumably ""online pornography"") use."
@kalasskeicy_video_7184082736263564550.mp4,@kalasskeicy_video_7184082736263564550.mp3,22.14, Guys here on the innocence community are watching movies where it's airs stop you,Guys here on the innocence community are watching movies where it's airs stop you,"The TikTok video shows members of a community called ""innocence community"" watching movies.  The video highlights a seemingly unusual practice of pausing films whenever a character stops breathing, suggesting a possible fixation or playfully exaggerated interest in this specific detail.  There's no mention of ONP use or overt humor, and the overall sentiment appears observational, perhaps slightly quirky."
@meow.its.avedog_video_7150525057284984106.mp4,@meow.its.avedog_video_7150525057284984106.mp3,9.2, How much wood can a wood chuck chuck if a wood chuck could rip up or neckies in? He's upper neckie lip pillows. Foo da foo da.,How much wood can a wood chuck chuck if a wood chuck could rip up or neckies in? He's upper neckie lip pillows. Foo da foo da.,"The video likely shows a woodchuck (or possibly a person dressed/acting as one) interacting with ""neckies"" (possibly neck pillows or ties).  The classic tongue twister is altered nonsensically, suggesting humorous intent. There's no clear indication of addictive behavior or ONP use, and the sentiment seems lighthearted and silly."
@guccimuchiii_video_7151032289122667782.mp4,@guccimuchiii_video_7151032289122667782.mp3,10.88," You want to groove, I'ma show you how to move I'm gonna miss the DJ's own funny reason It's the DJ want to get the music up on the air One day down, no one did some more It's the DJ want to get the music up","You want to groove, I'ma show you how to move I'm gonna miss the DJ's own funny reason It's the DJ want to get the music up on the air One day down, no one did some more It's the DJ want to get the music up","The video likely shows someone dancing or moving rhythmically to music.  The speaker expresses enthusiasm for the music and the DJ, possibly hinting at an enjoyable, addictive quality of the music.  The slightly nonsensical lyrics and repetition suggest a lighthearted, humorous tone. There's no clear indication of ONP (other people's property) use."
@andrewaustin59_video_7261546640987753755.mp4,@andrewaustin59_video_7261546640987753755.mp3,30.44, The worst part about Swedish snooze is also like the best thing about Swedish snooze because I'm in the middle of quitting snooze now and I can tell you this that you know if you smoke cigarettes it's like a pain in the butt you gotta go outside you gotta be out in the rain you gotta really make an effort but if you snooze you can do it anywhere and it's socially acceptable and sweeten so when you're quitting it's like you reminded every time you would use snooze so like I'm playing computer games I would snooze I'm reading a book I would snooze walking down the street I would snooze and so it makes it very hard to quit,The worst part about Swedish snooze is also like the best thing about Swedish snooze because I'm in the middle of quitting snooze now and I can tell you this that you know if you smoke cigarettes it's like a pain in the butt you gotta go outside you gotta be out in the rain you gotta really make an effort but if you snooze you can do it anywhere and it's socially acceptable and sweeten so when you're quitting it's like you reminded every time you would use snooze so like I'm playing computer games I would snooze I'm reading a book I would snooze walking down the street I would snooze and so it makes it very hard to quit,"The video discusses the difficulty of quitting Swedish snus (a smokeless tobacco product), comparing it to quitting cigarettes.  The speaker highlights how snus's discreetness and social acceptability make it more addictive because it can be used anywhere, anytime, leading to constant cravings during everyday activities. The tone is slightly humorous and self-deprecating, focusing on the pervasiveness of the habit."
